code,year,points,college,audition,desc
DN111,2004,160, University College Dublin (NUI),True, Mature Applicants General Nursing
DN110,2004,360, University College Dublin (NUI),False, General Nursing
DC162,2004,350, Dublin City University,False, Chemical and Pharmaceutical Sciences
DC161,2004,355, Dublin City University,False, Analytical Science
DC167,2004,360, Dublin City University,False, Physics with Astronomy
DC166,2004,355, Dublin City University,False, Environmental Science and Health
DC165,2004,355, Dublin City University,False, Science International
FR002,2004,410, Froebel College,False, FroebelGael
DC168,2004,425, Dublin City University,False, Genetics and Cell Biology
DN024,2004,415, University College Dublin (NUI),False, Sports Management
DN026,2004,485, University College Dublin (NUI),False, Economics Finance
DN021,2004,505, University College Dublin (NUI),False, Business and Legal Studies
DN020,2004,560, University College Dublin (NUI),False, Actuarial and Financial Studies
DN022,2004,195, University College Dublin (NUI),False, Arts Eveningmodular
DN029,2004,510, University College Dublin (NUI),False, Law with French Law
FT353,2004,420, Dublin Institute of Technology,False, Journalism with a Language
DN007,2004,395, University College Dublin (NUI),False, Social Science
MI008,2004,535, Mary Immaculate College,False, Primary Teaching and Psychology
MI007,2004,360, Mary Immaculate College,False, Early Childhood Care Education
MI006,2004,425, Mary Immaculate College,False, Primary TeachingGael
MI005,2004,465, Mary Immaculate College,False, Primary Teaching
DN050,2004,340, University College Dublin (NUI),False, BA Computer Science
DN051,2004,450, University College Dublin (NUI),False, Economics
DN052,2004,450, University College Dublin (NUI),False, History
DN053,2004,410, University College Dublin (NUI),False, Philosophy
DN054,2004,530, University College Dublin (NUI),False, Psychology
GY516,2004,350, National University of Ireland Galway,False, Psychiatric Nursing
GY515,2004,400, National University of Ireland Galway,False, General Nursing Galway and Portiuncula
DN057,2004,455, University College Dublin (NUI),False, BA International French
DN058,2004,350, University College Dublin (NUI),False, BA International German
DN059,2004,460, University College Dublin (NUI),False, BA International Spanish
FT470,2004,340, Dublin Institute of Technology,False, Social Care Practice
FT471,2004,370, Dublin Institute of Technology,False, Social Care
AC141,2004,230, American College,False, Behavioral Science Psychology
TR022,2004,330, Trinity College,False, Early and Modern Irish
GY101,2004,395, National University of Ireland Galway,False, Arts
GY102,2004,300, National University of Ireland Galway,False, Arts Economics and Social Studies at St Ange
GY103,2004,365, National University of Ireland Galway,False, Arts Public Social Policy
GY104,2004,545, National University of Ireland Galway,False, Arts Psychology
LY237,2004,179, Letterkenny Institute of Technology,True, Mature Applicants General Nursing
CK704,2004,505, University College Cork (NUI),False, Occupational Therapy
CK705,2004,515, University College Cork (NUI),False, Speech and Language Therapy
CK706,2004,415, University College Cork (NUI),False, Public Health and Health Promotion
CK701,2004,575, University College Cork (NUI),False, Medicine
CK702,2004,555, University College Cork (NUI),False, Dentistry
CK703,2004,560, University College Cork (NUI),False, Pharmacy
TR018,2004,570, Trinity College,False, Law and French
DN047,2004,300, University College Dublin (NUI),False, Engineering Technology
DK111,2004,270, Dundalk Institute of Technology,True, Music
TR010,2004,435, Trinity College,False, Computer Science Linguistics and German
TR011,2004,445, Trinity College,False, Computer Science Linguistics and French
TR012,2004,550, Trinity College,False, History and Political Science
TR013,2004,435, Trinity College,False, Computer Science Linguistics and Irish
TR014,2004,510, Trinity College,False, Philosophy and Political Science
FT544,2004,377, Dublin Institute of Technology,True, Design Interior Furniture
WD049,2004,330, Waterford Institute of Technology,False, Business studies French
DN044,2004,300, University College Dublin (NUI),False, Agricultural and Environmental Science
LM095,2004,395, University of Limerick,False, TechEngineer Teaching
LM094,2004,415, University of Limerick,False, TechConstruct Teaching
LM096,2004,365, University of Limerick,False, Physics and Chemistry Teaching
DK057,2004,345, Dundalk Institute of Technology,False, General Nursing
LM090,2004,485, University of Limerick,True, PE Teaching
AH002,2004,310, All Hallows,True, Theology and Psychology
LM092,2004,390, University of Limerick,False, Biological Sci with PhyChm Teaching
CR116,2004,270, Cork Institute of Technology,False, Software Dev Comp Net
DC126,2004,510, Dublin City University,False, Financial and Actuarial Maths
DC125,2004,385, Dublin City University,False, Mathematical Sciences
CR115,2004,nan, Cork Institute of Technology,False," Software Development with German 
"
CR112,2004,420, Cork Institute of Technology,False, Multimedia
DC121,2004,300, Dublin City University,False, Computer Applications
CR111,2004,205, Cork Institute of Technology,False, Computerised Instrument Systems
FT541,2004,395, Dublin Institute of Technology,False, Marketing
TA110,2004,255, Institute of Technology Tallaght,False, European Studies
AS005,2004,440, St. Angela`s College,False, Home Economics Religious Education
AS004,2004,410, St. Angela`s College,False, Home Economics EconomicsConsumer Studies
AS001,2004,460, St. Angela`s College,False, Home Economics Biology
AS003,2004,395, St. Angela`s College,False, Home Economics Irish
AS002,2004,420, St. Angela`s College,False, Home Economics Catechetics
DC192,2004,nan, Dublin City University,False," Information and Communications Engineering 
"
DC193,2004,335, Dublin City University,False, Mechatronics
DC191,2004,350, Dublin City University,False, Electronic Engineering
DC196,2004,345, Dublin City University,False, Manufact EngineerBus Studies
DC197,2004,290, Dublin City University,False, Medical Mechanical Engineering
DC195,2004,280, Dublin City University,False, Compaided MechManuf Engineer
DC198,2004,330, Dublin City University,False, Mech and Manufact Engineering
DC199,2004,360, Dublin City University,False, Digital Media Engineering
TR093,2004,380, Trinity College,False, General Nursing Adelaide School of Nursing
TR019,2004,540, Trinity College,False, Law and German
PC410,2004,315, Carlow College,False, Humanities
CW105,2004,340, Institute of Technology Carlow,False, Early Childhood Studies
WD079,2004,305, Waterford Institute of Technology,False, Administration
FT104,2004,375, Dublin Institute of Technology,False, Auctioneering Valuation and Estate Agency
FT102,2004,451, Dublin Institute of Technology,True, Architectural Technology
FT103,2004,370, Dublin Institute of Technology,False, Construction Technology
FT101,2004,576, Dublin Institute of Technology,True, Architecture
CK102,2004,390, University College Cork (NUI),False, Social Science
CK103,2004,350, University College Cork (NUI),True, Music
CK101,2004,385, University College Cork (NUI),False, Arts
CK106,2004,515, University College Cork (NUI),False, Applied Psychology
CK104,2004,420, University College Cork (NUI),True, ArtsMusic
CK105,2004,315, University College Cork (NUI),False, European Studies
AL053,2004,305, Athlone Institute of Technology,False, Pharmaceutical Sciences
AL052,2004,610, Athlone Institute of Technology,True, Design Visual Communications
AL051,2004,260, Athlone Institute of Technology,False, Accountancy
AL050,2004,310, Athlone Institute of Technology,False, Business Studies
WD091,2004,275, Waterford Institute of Technology,False, Hospitality Management
AL054,2004,340, Athlone Institute of Technology,False, Social Care Practice
AL112,2004,330, Athlone Institute of Technology,False, Psychiatric Nursing
AL113,2004,140, Athlone Institute of Technology,True, Mature Applicants Psychiatric Nursing
LC491,2004,340, Limerick Institute of Technology,False, Construction Management
AL111,2004,162, Athlone Institute of Technology,True, Mature Applicants General Nursing
GY350,2004,260, National University of Ireland Galway,False, Information Technology
CW046,2004,nan, Institute of Technology Carlow,False," Computer Networking 
"
AH001,2004,270, All Hallows,True, Theology and Philosophy
CK201,2004,450, University College Cork (NUI),False, Commerce
FT402,2004,325, Dublin Institute of Technology,False, Tourism Marketing
CK203,2004,400, University College Cork (NUI),False, Business Information Systems
CK202,2004,490, University College Cork (NUI),False, Accounting
CK205,2004,450, University College Cork (NUI),False, Commerce with French
CK204,2004,455, University College Cork (NUI),False, Finance
CK207,2004,405, University College Cork (NUI),False, Commerce with Italian
CK206,2004,310, University College Cork (NUI),False, Commerce with German
CK209,2004,440, University College Cork (NUI),False, Commerce with Irish
CK208,2004,405, University College Cork (NUI),False, Commerce with Spanish
AH003,2004,300, All Hallows,True, Theology and English Literature
LM048,2004,355, University of Limerick,False, Irish Studies
LM049,2004,310, University of Limerick,False, Information Systems
LM042,2004,480, University of Limerick,False, LawEuropean Studies
LM043,2004,370, University of Limerick,False, InsuranceEurStudies
LM040,2004,330, University of Limerick,False, European Studies
LM041,2004,350, University of Limerick,False, Public Administration
LM046,2004,435, University of Limerick,False, HistoryPolitics Soc Stud
LM047,2004,385, University of Limerick,False, Arts
LM044,2004,450, University of Limerick,False, Applied Languages
LM045,2004,360, University of Limerick,False, Language Cultural Studies
DC225,2004,165, Dublin City University,True, Mature Applicants General Nursing
